date,o,h,l,c,v
2003-11-14,39.9882,40.2976,39.9413,40.2789,484800
2003-11-17,40.3820,40.5930,40.2929,40.3398,695000
2003-11-18,40.3023,40.6023,40.2132,40.5883,632200
2003-11-19,40.5133,40.6071,40.1101,40.1383,553900
2003-11-20,40.4336,40.5461,40.2227,40.5274,373300
2003-11-21,40.5883,40.7524,40.5508,40.5508,516900
2003-11-24,40.4008,40.4617,40.1992,40.2179,573800
2003-11-25,40.2929,40.5601,40.2929,40.4383,298700
2003-11-26,40.3632,40.5039,40.0023,40.2742,613800
2003-11-28,40.0116,40.0351,39.9085,39.9085,311300
2003-12-01,39.7616,39.8416,39.4789,39.6862,1106600
2003-12-02,39.7615,39.8558,39.5731,39.8558,589100
2003-12-03,39.8134,39.9406,39.5496,39.6956,1446100
2003-12-04,39.6956,39.8887,39.6626,39.7851,561500
2003-12-05,40.1856,40.6237,40.1008,40.4211,1163800
2003-12-08,40.4117,40.4117,40.0866,40.1384,436200
2003-12-09,40.2562,40.3740,39.7427,39.8558,939200
2003-12-10,40.0772,40.0913,39.8322,39.9217,555700
2003-12-11,39.8134,40.2232,39.7474,40.2091,510500
2003-12-12,40.2421,40.4588,40.2421,40.2845,553100
2003-12-15,40.2798,40.4588,40.1290,40.2609,690000
2003-12-16,40.2326,40.4493,40.1714,40.3928,462800
2003-12-17,40.6237,40.8216,40.6096,40.6661,533100
2003-12-18,40.6567,41.0335,40.6567,41.0335,708100
2003-12-19,40.9723,41.0194,40.8027,41.0194,477600
2003-12-22,41.0430,41.1466,40.8215,40.9063,483700
2003-12-23,40.7650,40.8451,40.4447,40.4447,446600
2003-12-24,40.6896,40.8262,40.5954,40.8262,138900
2003-12-26,40.9393,41.0053,40.9393,40.9770,80500
2003-12-29,40.8450,40.8780,40.5954,40.6095,187800
2003-12-30,40.4211,40.5813,40.3269,40.4447,393900
2003-12-31,40.4068,40.5014,40.3736,40.4446,171400
2004-01-02,40.2743,40.2743,39.7962,39.9666,867100
2004-01-05,39.7631,39.9382,39.7110,39.8625,626400
2004-01-06,40.0139,40.4162,39.9950,40.3027,690500
2004-01-07,40.2790,40.5630,40.1796,40.4636,252000
2004-01-08,40.3737,40.5346,40.3169,40.4494,513300
2004-01-09,41.1215,41.2114,40.7097,41.1546,1623000
2004-01-12,40.9889,41.3581,40.9889,41.1215,863200
2004-01-13,41.0268,41.4007,40.9700,41.4007,465700
2004-01-14,41.4102,41.6137,41.2493,41.6042,1180300
2004-01-15,41.6279,41.7983,41.4623,41.7605,1537200
2004-01-16,41.9734,42.0302,41.4670,41.4670,751800
2004-01-20,41.4149,41.6185,41.4149,41.4575,629600
2004-01-21,41.5333,41.5617,41.3866,41.5570,570500
2004-01-22,41.6279,41.8788,41.5143,41.8599,443600
2004-01-23,41.9166,42.0776,41.3013,41.3581,1021300
2004-01-26,41.3203,41.3487,41.0221,41.1073,639500
2004-01-27,41.0505,41.3676,41.0505,41.3629,576100
